"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C42H46OS","0","0","0","0","0","0","0","0","1187911","0","0","0","0","0","0","0"
"C53H68OS","0","0","0","0","0","0","1094251","0","0","0","0","0","0","0","1298434","0"
"C54H70OS","0","0","0","0","1222775","0","0","0","1226085","0","0","0","0","0","0","0"
"C55H72OS","0","1171512","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C56H74OS","0","0","0","0","0","1170448","0","0","0","0","0","0","0","0","0","0"
"C62H86OS","0","0","0","0","0","0","0","0","0","0","0","1116057","0","0","0","0"
"C41H42OS","0","0","0","0","0","0","0","0","1387995","0","0","0","0","0","0","0"
"C45H50OS","0","0","0","0","0","0","0","1198597","0","0","0","0","0","0","0","0"
"C49H58OS","0","0","0","0","0","0","0","0","1334319","0","0","0","0","0","0","0"
"C53H66OS","0","1167131","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C56H72OS","0","0","0","0","0","0","0","0","1424011","0","0","0","0","0","0","0"
"C66H92OS","0","0","0","1103108","0","0","0","0","0","0","0","0","0","0","0","0"
"C40H38OS","0","0","1010408","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C52H62OS","0","0","0","0","0","0","0","1329871","0","0","0","0","0","0","0","0"
"C54H66OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C56H70OS","0","0","0","0","0","0","0","0","0","0","0","1146265","0","0","0","0"
"C64H86OS","0","0","0","0","0","0","1171620","0","0","0","0","0","0","0","0","0"
"C50H56OS","0","0","0","0","0","0","0","1218419","0","0","0","0","0","0","0","0"
"C54H64OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C65H86OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C69H94OS","0","0","0","0","1553750","0","0","0","0","0","0","0","0","0","0","0"
"C45H42OS","0","0","0","1024885","0","0","0","0","0","0","0","0","0","0","0","0"
"C64H78OS","0","0","0","1338735","1126224","0","0","0","0","0","0","0","0","0","0","0"
"C70H90OS","0","0","0","0","0","1061351","0","0","0","0","0","0","0","0","0","0"
"C54H56OS","0","0","0","0","0","0","0","0","0","0","0","0","1605493","0","0","0"
"C56H60OS","0","0","0","0","0","0","0","0","0","0","1216558","0","0","0","0","0"
"C72H92OS","0","0","0","0","0","0","0","0","0","0","1115761","0","0","0","0","0"
"C39H24OS","0","0","1022286","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C65H76OS","0","0","0","0","0","0","1684170","0","0","0","0","0","0","0","0","0"
"C35H14OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1262211","0"
"C51H44OS","0","0","0","0","0","0","0","0","0","0","0","1305638","0","0","0","0"
"C69H80OS","0","0","0","0","0","1084274","0","0","0","0","0","0","0","0","0","0"
"C71H84OS","0","1223083","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C72H86OS","0","0","0","0","0","0","0","0","0","0","1165819","0","0","0","0","0"
"C73H88OS","0","0","0","0","0","0","0","0","0","0","0","0","1158806","0","0","0"
"C76H92OS","0","0","0","0","0","0","0","0","0","0","0","1169932","0","0","0","0"
"C46H26OS","0","0","0","992529","0","0","0","0","0","0","0","0","0","0","0","0"
"C59H52OS","0","0","0","0","0","0","0","0","1318783","0","0","0","0","0","0","0"
"C55H42OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1434352","0"
"C70H72OS","0","0","0","0","1627551","0","0","0","0","0","0","0","0","0","0","0"
"C58H46OS","0","0","0","0","0","0","0","0","0","0","0","0","1267416","0","0","0"
"C65H60OS","0","0","0","0","0","0","0","0","0","0","0","0","1277694","0","0","0"
"C62H48OS","0","0","1093074","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C67H56OS","0","0","0","0","0","0","1084689","0","0","0","0","0","0","0","0","0"
"C61H124OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1294721"
"C20H40OS","0","0","0","0","0","0","0","0","0","0","0","1105747","0","0","0","0"
"C23H46OS","0","0","0","0","0","0","0","0","0","0","0","1459591","0","0","0","0"
"C36H72OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1046356"
"C18H34OS","0","0","0","0","0","0","0","0","0","0","0","1149167","0","0","0","0"
"C21H40OS","0","0","0","0","0","0","0","0","0","0","0","0","1073011","0","0","0"
"C22H42OS","0","0","0","0","0","0","0","0","0","0","0","0","1170645","0","0","0"
"C24H46OS","0","0","0","0","0","0","0","0","0","0","0","1142678","1428215","0","0","0"
"C26H50OS","0","0","0","0","0","0","0","0","0","0","0","1112174","0","0","0","0"
"C30H58OS","0","0","0","0","0","0","0","0","0","0","0","1237313.01","0","0","0","0"
"C32H62OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","982193"
"C37H72OS","0","0","0","0","0","0","0","0","0","0","0","1169728","0","0","0","0"
"C42H82OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","985395"
"C17H30OS","0","0","0","0","0","0","0","0","0","0","0","1125674","0","0","0","0"
"C19H34OS","0","0","0","0","0","0","0","0","0","0","0","1399441","0","0","0","0"
"C20H36OS","0","0","0","0","0","0","0","0","0","0","0","1261322","0","1432338","0","0"
"C21H38OS","0","0","0","0","0","0","0","0","0","0","0","1268623","1291033","0","0","0"
"C22H40OS","0","0","0","0","0","0","0","0","0","0","0","1540128","1155402","1453831","0","0"
"C23H42OS","0","0","0","0","0","0","0","0","0","0","0","1287264","0","1509035","0","1331877"
"C24H44OS","0","0","0","0","0","0","0","0","0","0","0","1655091","1116269","1308262","0","1170019"
"C25H46OS","0","0","0","0","0","0","0","0","0","0","0","1634292","0","0","0","0"
"C26H48OS","0","0","0","0","0","0","0","0","0","0","0","1266818","0","0","0","1014879"
"C28H52OS","0","0","0","0","0","0","0","0","0","0","0","1313970","0","0","0","0"
"C29H54OS","0","0","0","0","0","0","0","0","0","0","0","1458532","0","0","0","0"
"C30H56OS","0","0","0","0","0","0","0","0","0","0","0","1573667","0","1484650","0","1151252"
"C31H58OS","0","0","0","0","0","0","0","0","0","0","0","1493531","0","0","0","0"
"C32H60OS","0","0","0","0","0","0","0","0","0","0","0","1372284","0","0","0","1008358"
"C33H62OS","0","0","0","0","0","0","0","0","0","0","0","1554729","0","0","0","0"
"C34H64OS","0","0","0","0","0","0","0","0","0","0","0","1589321","0","0","0","1048588"
"C35H66OS","0","0","0","0","0","0","0","0","0","0","0","0","1054978","0","0","0"
"C40H76OS","0","0","0","0","0","0","0","0","0","0","0","1319779","0","0","0","0"
"C18H30OS","0","0","0","0","0","0","0","0","0","0","0","1176934","0","0","0","0"
"C19H32OS","0","0","0","0","0","0","0","0","0","0","0","1154683","1004571","2468138","0","1200984"
"C20H34OS","0","0","0","0","0","0","0","0","0","0","0","1200928","0","1392919","0","983715"
"C21H36OS","0","0","0","0","0","0","0","0","0","0","0","1297186","1181503","1466104","0","0"
"C22H38OS","0","0","0","0","0","0","0","0","0","0","0","1603053","1539508","1447782","0","1239155.69"
"C23H40OS","0","0","0","0","0","0","0","0","0","0","0","2306567","1428986.8","1399399","0","0"
"C24H42OS","0","0","0","0","0","0","0","0","0","0","0","0","1031607","1984828","0","1108831"
"C25H44OS","0","0","0","0","0","0","0","0","0","0","0","0","1052256","1593260","0","0"
"C26H46OS","0","0","0","0","0","0","0","0","0","0","0","1912356","1986797.61","1503532","0","0"
"C27H48OS","0","0","0","0","0","0","0","0","0","0","0","1805918","0","0","0","0"
"C28H50OS","0","0","0","0","0","0","0","0","0","0","0","1844448","1265431","1708639","0","0"
"C29H52OS","0","0","0","0","0","0","0","0","0","0","0","1209403","1293717","1746796","0","0"
"C30H54OS","0","0","0","0","0","0","0","0","0","0","0","1759735","0","0","0","0"
"C31H56OS","0","0","0","0","0","0","0","0","0","0","0","1188931","1071359","0","0","961749"
"C32H58OS","0","0","0","0","0","0","0","0","0","0","0","1389901","0","1265539","0","1076117"
"C33H60OS","0","0","0","0","0","0","0","0","0","0","0","1381521","0","0","0","0"
"C34H62OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1314717","0","974816"
"C37H68OS","0","0","0","0","0","0","0","0","0","0","0","1089441","0","0","0","0"
"C39H72OS","0","0","0","0","0","0","0","0","0","0","0","1222063","0","0","0","0"
"C22H36OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1617781","0","0"
"C24H40OS","0","0","0","0","0","0","0","0","0","0","0","1485692","0","0","0","0"
"C25H42OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1580580","0","0"
"C26H44OS","0","0","0","0","0","0","0","0","0","0","0","0","1037201","1332563","0","0"
"C27H46OS","0","0","0","0","0","0","0","0","0","0","0","1287589","1352359.64","0","0","0"
"C28H48OS","0","0","0","0","0","0","0","0","0","0","0","1477794","1033336","1828549","0","0"
"C29H50OS","0","0","0","0","0","0","0","0","0","0","0","1214233","0","1621722","0","1130758"
"C30H52OS","0","0","0","0","0","0","0","0","0","0","0","1633479","1023618","1685376","0","1048387"
"C31H54OS","0","0","0","0","0","0","0","0","0","0","0","1442906","1028527","0","0","0"
"C32H56OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1487737","0","1132475"
"C33H58OS","0","0","0","0","0","0","0","0","0","0","0","1541481","0","0","0","0"
"C34H60OS","0","0","0","0","0","0","0","0","0","0","0","1444477","0","1647195","0","0"
"C35H62OS","0","0","0","0","0","0","0","0","0","0","0","0","1265410","0","0","0"
"C36H64OS","0","0","0","0","0","0","0","0","0","0","0","1151349","0","0","0","0"
"C38H68OS","0","0","0","0","0","0","0","0","0","0","0","1271279","0","0","0","0"
"C39H70OS","0","0","0","0","0","0","0","0","0","0","0","1104841","0","0","0","0"
"C41H74OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","964260"
"C26H42OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1379844","0","0"
"C28H46OS","0","0","0","0","0","0","0","0","0","0","0","1442169","1284311","0","0","0"
"C29H48OS","0","0","0","0","0","0","0","0","0","0","0","1527040","0","1410246","0","0"
"C30H50OS","0","0","0","0","0","0","0","0","0","0","0","1671956","1001868","0","0","0"
"C32H54OS","0","0","0","0","0","0","0","0","0","0","0","0","1223343","0","0","975064"
"C33H56OS","0","0","0","0","0","0","0","0","0","0","0","1445679","0","0","0","0"
"C34H58OS","0","0","0","0","0","0","0","0","0","0","0","1094676","0","0","0","0"
"C35H60OS","0","0","0","0","0","0","0","0","0","0","0","1341428","0","0","0","0"
"C36H62OS","0","0","0","0","0","0","0","0","0","0","0","1591681","0","0","0","0"
"C37H64OS","0","0","0","0","0","0","0","0","0","0","0","1352773","1295936","0","0","0"
"C40H70OS","0","0","0","0","0","0","0","0","0","0","0","0","1044551","0","0","0"
"C41H72OS","0","0","0","0","0","0","0","0","0","0","0","0","1355838","0","0","0"
"C42H74OS","0","0","0","0","0","0","0","0","0","0","0","1094142","0","0","0","0"
"C44H78OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","992261.23"
"C26H40OS","0","0","0","0","0","0","0","0","0","0","0","1117654","0","0","0","0"
"C28H44OS","0","0","0","0","0","0","0","0","0","0","0","1224548","0","0","0","0"
"C30H48OS","0","0","0","0","0","0","0","0","0","0","0","1484895","0","0","0","0"
"C31H50OS","0","0","0","0","0","0","0","0","0","0","0","1144668","0","0","0","0"
"C34H56OS","0","0","0","0","0","0","0","0","0","0","0","1147045","0","0","0","0"
"C35H58OS","0","0","0","0","0","0","0","0","0","0","0","1493887","0","0","0","0"
"C36H60OS","0","0","0","0","0","0","0","0","0","0","0","0","1031698","0","0","1064372"
"C38H64OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1047060"
"C39H66OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1178563.81"
"C40H68OS","0","0","0","0","0","0","0","0","0","0","0","0","1221076","0","0","0"
"C45H78OS","0","0","0","0","0","0","0","0","0","0","0","1206603","0","0","0","0"
"C46H80OS","0","0","0","0","0","0","0","0","0","0","0","1182016","0","0","0","0"
"C47H82OS","0","0","0","0","0","0","0","0","0","0","0","0","1242963.69","0","0","0"
"C21H28OS","0","0","0","0","0","0","0","0","0","0","0","0","1035187","0","0","0"
"C25H36OS","0","0","0","0","0","0","0","0","0","0","0","1547230.95","0","0","0","0"
"C31H48OS","0","0","0","0","0","0","0","0","0","0","0","1435978","0","0","0","0"
"C35H56OS","0","0","0","0","0","0","0","0","0","0","0","1289490","0","0","0","996325"
"C40H66OS","0","0","0","0","0","0","0","0","0","0","0","0","1092704","0","0","0"
"C45H76OS","0","0","0","0","0","0","0","0","0","0","0","0","1127871","0","0","0"
"C49H82OS","0","0","0","0","0","0","0","0","0","0","0","0","1380020","0","0","0"
"C52H88OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1515494","0","0"
"C35H52OS","0","0","0","0","0","0","0","0","0","0","0","1302340","0","0","0","0"
"C36H54OS","0","0","0","0","0","0","0","0","0","0","0","0","1015670","0","0","0"
"C35H50OS","0","0","0","0","0","0","0","0","0","0","0","1094111","0","0","0","0"
"C42H64OS","0","0","0","0","0","0","0","0","0","0","0","0","1150212","0","0","0"
"C45H70OS","0","0","0","0","0","0","0","0","0","0","0","1177349","0","0","0","0"
"C61H96OS","0","0","0","0","0","0","0","0","0","0","0","0","1186447","0","0","0"
"C67H102OS","0","0","0","0","0","0","0","0","0","0","0","0","1162013","0","0","0"
"C55H70OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1004490"
"C57H72OS","0","0","0","0","0","0","0","0","0","0","0","0","1369671","0","0","0"
"C68H90OS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1045950"
"C57H66OS","0","0","0","0","0","0","0","0","0","0","0","0","1475580","0","0","0"
"C74H96OS","0","0","0","0","0","0","0","0","0","0","0","0","0","1263838","0","0"
"C69H80OS","0","0","0","0","0","0","0","0","0","0","0","0","1252579","0","0","0"
"C77H96OS","0","0","0","0","0","0","0","0","0","0","0","0","1192430","0","0","0"
"C75H88OS","0","0","0","0","0","0","0","0","0","0","0","0","1217866","0","0","0"
"C55H44OS","0","0","0","0","0","0","0","0","0","0","0","0","1592672","0","0","0"
"C56H40OS","0","0","0","0","0","0","0","0","0","0","0","1171389","0","0","0","0"
"C33H68S","0","0","0","0","0","0","0","0","0","0","0","0","1258193","0","0","0"
"C35H72S","0","0","0","0","0","0","0","0","0","0","0","1232868","1192488","0","0","0"
"C36H74S","0","0","0","0","0","0","0","1142995","0","0","0","0","0","0","0","0"
"C37H76S","0","0","0","0","0","0","0","0","0","1153446","0","0","0","0","0","0"
"C40H82S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C49H100S","0","0","0","0","0","0","0","0","0","1504705","0","0","0","0","0","0"
"C51H104S","0","1477049","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C52H106S","1171036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C53H108S","0","0","0","0","0","0","0","0","0","0","0","1743123","2959652.03","0","0","0"
"C54H110S","0","0","0","0","0","0","0","0","0","0","0","0","0","1480118","0","0"
"C55H112S","0","0","0","0","0","0","0","0","0","0","0","0","1281270","0","0","0"
"C61H124S","0","0","0","0","0","0","0","1645333","0","0","0","0","0","0","0","0"
"C18H36S","0","0","0","0","0","0","0","0","1442450","0","0","0","0","0","0","0"
"C20H40S","0","0","0","0","0","0","0","0","1449159","0","0","0","0","0","0","0"
"C21H42S","0","0","0","0","0","0","0","0","1535568","0","0","0","0","0","0","0"
"C22H44S","0","0","0","0","0","0","0","0","1873024","0","0","1298624","0","0","0","0"
"C23H46S","0","0","0","0","0","0","0","0","2627024","0","0","1537397","0","0","0","0"
"C24H48S","0","0","0","0","0","0","0","0","2433715","0","0","1584947.76","0","0","0","0"
"C25H50S","0","0","0","0","0","0","0","0","2870030","0","0","1578994.59","0","0","0","0"
"C26H52S","0","0","0","0","0","0","0","0","2741440","0","0","1471682","1179309","0","0","0"
"C27H54S","0","0","0","0","0","0","0","0","2763009","0","0","2519419","0","0","0","0"
"C28H56S","0","0","0","0","0","0","0","0","3004406","0","0","1587163","0","0","0","0"
"C29H58S","0","0","0","0","0","0","0","0","3495874","0","0","1559978","0","0","0","0"
"C30H60S","0","0","0","0","0","0","0","0","2969024","0","0","1883141","0","0","0","0"
"C31H62S","0","0","0","0","0","0","0","1516993","3530272","0","0","2902336","0","0","0","0"
"C32H64S","0","0","0","0","0","0","0","1243559","2857976","0","0","1556616","0","0","0","0"
"C33H66S","0","0","0","0","0","0","0","1690279","4111969","0","0","2515982","1512889","0","0","0"
"C34H68S","0","0","0","0","0","0","0","0","3527088","0","0","2190707","1038325","0","0","0"
"C35H70S","0","0","0","0","0","0","0","1450612","5132537","0","0","2524797","1883057","0","0","0"
"C36H72S","0","0","0","0","0","0","0","1731634","2905770","0","0","2597600","1156233","0","0","0"
"C37H74S","0","0","0","0","0","0","0","0","1855795","0","0","2220622","0","0","0","0"
"C38H76S","0","0","0","0","0","0","0","1486250","3889664","0","0","2299740","0","0","0","0"
"C39H78S","0","0","0","0","1152679","0","0","2137474","3346200.84","0","0","2248192","0","0","0","0"
"C40H80S","0","1194416","0","0","0","0","0","1843935","3584630","0","1292379","2889659.39","0","0","0","0"
"C41H82S","1097595","0","0","0","0","0","0","2482603.09","2083600.17","0","0","2406988.32","0","0","0","0"
"C42H84S","0","0","0","0","0","0","0","0","2596365.19","0","0","0","0","0","0","0"
"C43H86S","0","0","0","0","0","0","0","0","2431741","0","0","0","0","0","0","0"
"C44H88S","0","0","0","0","0","0","0","0","2607209","0","0","0","0","0","0","0"
"C45H90S","0","0","0","0","0","0","0","0","2723101","0","0","0","0","0","0","0"
"C46H92S","1578702","0","0","0","0","0","0","0","3562138.22","0","0","0","0","0","0","0"
"C48H96S","0","0","0","1776884.17","0","1338368.19","0","0","0","0","0","0","0","0","0","0"
"C49H98S","0","0","0","0","0","1085874","0","0","0","0","0","0","0","0","1092559","0"
"C51H102S","0","0","0","0","1238641","0","0","0","0","0","0","0","0","0","0","0"
"C54H108S","0","0","0","0","0","0","0","1201137","0","0","0","0","0","0","0","0"
"C55H110S","0","0","0","0","0","0","0","0","1533878","0","0","0","0","0","0","0"
"C56H112S","0","0","0","0","0","0","0","0","0","0","0","1180474","0","0","0","0"
"C59H118S","0","1266536","0","0","0","0","0","0","0","0","0","1419149","0","0","0","0"
"C61H122S","0","0","0","0","2154040","0","0","0","0","0","0","0","1227460","0","0","0"
"C17H32S","0","0","0","0","0","0","0","0","2218735","0","0","0","0","0","0","0"
"C18H34S","0","0","0","1439552","0","0","0","0","2017007","0","0","0","0","0","0","0"
