"Formula","S1","S2","S4","S5","S6","S7","S8","S9","S10","S12","S13","S14","S15","S17","S18","S19"
"C52H69N","1628171","1167529","8048294","1366822","4503923","15878810","2133721","4751501","22901032","8347550","1218167","1366679","1529186","2457398","4573760","2179531"
"C53H71N","1654635","1370208","6965202","1205725","3886582","12907550","1737153","5469764","15527520","7785749","1056043","1390897","1124127","2352282","5355532","2679273"
"C54H73N","1912834","1145398","7252064","1606664","3887768","14003283","1810161","4276385","16181529","7105805","1066756","1386023","1124241","3809676","4277653","2194908"
"C55H75N","2032018","1169227","5862316","1453435","3284620","12102616","2179416","4532504","14458780","7090616","1069947","1106078","1088024","3517553","4193036","1697837"
"C56H77N","2168110","1360425","6500081","1063342","3399402","12223477","1511087","4606115","13607926","7418994","1171955","1118051","1071317","4435056","3800246","1482263"
"C57H79N","1874187","1370379","6537209","1322094","2022759","12766709","1691313","4705368","12360029","6112032","1052519","1462877","1257957","3955790","3279778","1634704"
"C58H81N","3032314","1189679","5620878","961612","1955787","13509410","1544605","4567078","15291142","5696195","1133266","1382865","1067920","3978172","3150179","1949850"
"C59H83N","2358850","1697495","5127469","1031398","1744472","10722224","1155856","4808390","13034396","4706395","1125092","1333238","1143522","3878729","3071888","1736308"
"C60H85N","2211887","1398598","4652031","1345797","1950835","10585481","1211102","4606735","9859500","4682128","1131633","1605748","1215249","4702775","2166191","1861061"
"C61H87N","2071442","1494947","4413162","2125277","2476994","8644175","1524016","2859894","10189295","5649674","1173878","1784459","1018162","4528294","2299403","1379886"
"C62H89N","2649023","1376200","4382687","1249054","4216878","8803232","2036775","2963455","8730902","4466056","1063756","1107472","1695815","5345722","2100178","1600022"
"C63H91N","1877911","1539816","3950935","2054695","7677766","8532820","2256204","3243960","7894015","3918360","1170452","1227605","1656112","3950263","2628132","1667627"
"C64H93N","1683460","1272443","4559403","1280971","5392860","8062404","2459962","2479535","8954196","4077925","1153756","1178251","1130200","4656918","2075178","2001230"
"C65H95N","2394088","1275950","3878199","1837150","9734942","7695568","4252368","2884632","8464625","4693096","1111826","1406144","1928171","5041751","1491953","2239082"
"C66H97N","2315627","1347241","3344920","1475639","11108660","7021152","3406076","2966325","6458038","2931746","1047931","1242271","2686547","4374007","1248692","3018796"
"C67H99N","1585042","1245436","2868177","1944969","12807756","6885468","2980198","2509571","6579858","2833375","1191159","1091253","1798667","4283374","1476713","2540923"
"C68H101N","2297674","1938445","2423900","1577760","13971431","5589087","4940211","2433979","5813704","2432089","1402010","1250145","2265091","5176638","1292172","3617418"
"C70H105N","1267073","1341535","2709929","2344929","12957060","5523261","5006211","2644547","4519635","2918575","1086964","1254737","1901094","4992779","1453031","2909550"
"C71H107N","1546251","1201826","2439370","2085547","11793029","4939177","4288651","2230228","4625466","2495511","1219187","1204349","1330021","5783165","2901450","3224639"
"C72H109N","1097385","1177585","2105787","983342","13978520","4072534","6771970","1214926","3371131","2859360","1150857","1378303","1713189","5301289","3562538","2627865"
"C73H111N","1706332","1338634","1360441","1169869","10757833","3961813","5386270","1869010","3532983","2853544","1109854","1116057","2238255","6068943","4557235","3034958"
"C22H7N","2068008","1385704","5117941","2137201","15735298","4665042","5000195","1288468","3524673","1883769","1129421","1146265","1382991","4177102","3935090","2659263"
"C29H21N","1087256","1387356","6101709","1564927","12798769","3046023","5172535","1662833","3044944","2134234","1320647","1305638","1281365","5117058","4964186","2966885"
"C30H23N","1798951","1174642","6784698","1694820","13965534","1581657","5973060","1395070","2400793","1664640","1260049","1169932","1128425","4964575","4389598","2761786"
"C31H25N","1336074","1183426","4447262","1632428","14720055","1960690","3960767","1309056","2376969","1966323","1165353","1105747","1427230","3625400","6029480","1607954"
"C32H27N","1351846","1364359","6349172","1611702","13418277","3081198","5960541","1265353","1872113","1569039","1799886","1459591","1141978","4045761","6534459","2588873"
"C33H29N","1267333","1336566","4339596","1326219","16812944","3016802","4170704","1158191","1870627","1205692","1577184","1149167","1052094","3943341","6098719","2469859"
"C34H31N","1652796","1490725","6101871","1548853","11518803","6121505","3947986","1952287","1826038","2670226","1467739","1142678","1233009","3642301","6193049","3256035"
"C35H33N","1854403","1295377","6182578","1780052","12967579","7866492","3438622","2624261","1760430","2975227","1041833","1112174","1195639","2797781","7242518","1819472"
"C36H35N","1277014","1371856","7768445","1309020","15752084","7204247","2984766","3139897","1273849","3038288","2479456","1183815","1132274","2237015","6774303","2148154"
"C37H37N","1260163","1269396","6713206","1477697","15038544","7713929","3138298","3894177","5523759","3973650","1437071","1169728","1071867","1866658","7826747","2713487"
"C38H39N","1267931","1244768","7793510","1381624","12518109","6725931","3799277","4528269","5398239","5580610","1265377","1125674","1170059","1910826","7504066","2560848"
"C39H41N","1943761","1283378","8130070","1596236","12095956","11996670","3321521","3889243","7333534","5385296","1071857","1399441","1228250","2548840","8609939","2055548"
"C40H43N","2180710","1303294","8315056","1297186","10485431","12908705","2525672","3759304","13815552","5496748","1100870","1261322","1445683","1434976","7753857","1651269"
"C41H45N","1830875","1171698","7244501","1117287","10120196","13530764","2147527","4804225","8181892","5294137","1811453","1268623","1155029","2653797","7116894","1715419"
"C42H47N","1757182","1322836","9679917","1053449","11566136","12499772","1866793","3417952","12669430","5493783","1305898","1540128","1450899","2153190","8765441","1141155"
"C43H49N","2467482","1272749","7473257","1078600","10303942","14634539","2315504","5370855","16872066","6735766","1128924","1287264","2773367","2581845","8060758","1521827"
"C44H51N","1400294","1257997","8534914","1073764","7492812","14399820","2244605","2478021","16678813","7018249","1070613","1655091","1448389","4699763","7700044","1619462"
"C45H53N","2172092","1310384","7250330","1070523","8409616","13504330","1722542","5374122","16385206","7105177","1454360","1634292","1688315","3921515","6890709","1730299"
"C46H55N","1985285","1231222","7370448","1361730","8351253","14877291","2700972","5275476","14350344","7596612","1453077","1266818","1557380","4680569","7373580","2127285"
"C47H57N","1668776","1187755","9878377","1229904","6384992","15793393","2722192","4958360","17391076","6220296","1714361","1313970","1598925","6134037","6259188","2749282"
"C48H59N","2415101","1171512","7145495","1677559","7150861","15562055","4178533","4466254","15674991","7493089","1659328","1458532","1070755","6157574","6955735","2899629"
"C49H61N","1880093","1167131","7505308","1218957","5883483","15891331","5504235","6042219","18477518","6779326","1518122","1573667","1225674","5496842","6686461","3197772"
"C50H63N","1250037","1223083","8531126","1858700","5711934","13990081","5624015","5311016","17321874","7140748","1631821","1493531","1762624","5395502","6612838","3596015"
"C51H65N","1278580","1477049","7376214","1450289","5463470","15713824","5715721","3814279","19267076","7130421","1159313","1372284","1335918","6395089","4604626","3410094"
"C52H67N","1858341","1194416","6936196","1309661","5180832","15690945","4484305","5420173","16429878","6925466","1165144","1554729","1069863","4491031","4718330","3518624"
"C53H69N","1217184","1266536","6627129","1459059","4381107","14024006","6486310","4609629","18044224","6986625","1346308","1589321","1151401","5563936","3827093","2490076"
"C54H71N","1560551","1178920","5640875","1714616","3887420","16277255","6708541","4252343","15690516","7137708","1541749","1319779","1092091","4907817","4089978","3350119"
"C55H73N","1780733","1485838","5413332","1590336","3513167","15685930","9296460","3887763","20487810","6442729","1337964","1176934","1502986","6150055","4447976","2607625"
"C56H75N","1252405","1415241","6351487","1752052","2473966","13015761","8406243","4380405","19161596","5883953","1576108","1154683","1150491","5103897","4618506","2628285"
"C57H77N","1351836","1639989","4913783","1459899","2787273","14060344","9820793","3830570","15063024","6511531","1242858","1200928","1223528","5912829","3744532","3128188"
"C58H79N","1209039","2669858","5278362","1114238","1831527","12606146","8661396","3711433","18293288","5967750","1521944","1297186","1199174","5194532","3512640","2036266"
"C59H81N","1973614","2795203","3944764","1115897","2275112","11635380","9273534","4053416","22470450","5412208","1627262","1603053","1440173","6423673","3205241","2791880"
"C60H83N","1279685","2221451","3760196","1230572","1276228","11504731","6412931","3853670","15703186","5359548","1324723","2306567","1015691","5700130","3140172","3125980"
"C61H85N","1739163","2838220","4282783","1056096","1568671","14139647","8477275","3424614","16254926","4825963","1128715","1912356","1165747","4573509","3079248","4370920"
"C62H87N","1694475","2907002","3849129","1636188","2407260","11561259","7189742","2302137","15171297","5003644","1041344","1805918","1524833","6183596","2328598","2471280"
"C63H89N","2117348","3552928","3878202","1462195","3435005","11436795","6087413","2902637","12471128","4609898","1202965","1844448","1021937","6333768","2061868","2269024"
"C64H91N","1409038","3311047","3459373","1393498","4956119","10533902","6992171","2666234","14026854","4775882","2059003","1209403","1543473","5155704","2043340","2462870"
"C65H93N","1734513","2481295","3694292","1620871","4056507","10207747","5382188","2669776","14057792","4196701","1655407","1759735","1012882","6107034","2069016","2760722"
"C66H95N","1610898","3513425","3419331","1147379","4382745","9511575","6310871","2726379","12718287","4914951","1529814","1188931","1366913","4714599","2837043","3197397"
"C67H97N","1471142","2978033","2453233","1534123","8486906","8197547","6695881","2436702","11224650","4067016","2670953","1389901","1007364","3969869","1862129","1679293"
"C68H99N","1361306","3252047","2700632","1140478","9619933","8424725","6110106","2013711","9234031","3592582","1785171","1381521","1068672","4118783","1382012","2000639"
"C69H101N","1685339","2595194","1956271","1177845","10078145","8436414","4898536","1779201","8668659","3443780","2287561","1089441","1022250","4386354","1073185","1204774"
"C70H103N","1291326","3170063","2865153","987748","8037158","8110221","4104647","1508759","8759709","2797294","1525631","1222063","1104873","3919704","1198384","2755739"
"C72H107N","1182625","2123723","2514803","1161690","10760578","6629430","3666185","1507266","9152451","3110662","2181563","1485692","1274693","3497952","1713464","2978715"
"C73H109N","1493382","3436396","2417257","1251467","9256476","5896864","4365711","1138005","8325173","2615214","1838052","1287589","1231801","2594099","1290156","3007824"
"C31H23N","1356415","2511044","1826182","1062209","10519840","5011582","4150842","1479910","6146770","3088396","1826657","1477794","1238155","1833647","1106477","5290436"
"C32H25N","1159579","2706194","1280935","1048798","10557560","4513411","3073977","1218768","7470978","2796031","1655766","1214233","1080581","2091966","1390072","5743234"
"C33H27N","1137125","2553270","1263998","1760325","11741715","3995987","2838837","1206271","5606205","1861961","1766462","1633479","1082276","1961640","1651909","5783465"
"C34H29N","1182458","2205969","2202135","1448008","12826685","4573179","2619175","2668038","5158000","1671029","1972058","1442906","2083379","2196931","2499686","7262223"
"C35H31N","1308035","2333564","4506611","1373810","13638606","4110273","2403588","1571418","4643234","1812427","2613740","1541481","1182784","2984812","3025446","7714912"
"C36H33N","1651348","2833343","4825061","1116780","12299949","3750361","2607392","1664236","3341656","2020085","1340510","1444477","1225766","4202964","4350603","7544136"
"C37H35N","1518381","1340783","5306965","1322378","14537412","3384181","2711309","2863970","3693832","1256338","1506370","1151349","1296381","4930352","3786141","8469554"
"C38H37N","1559309","2235851","4731479","1128516","12028405","2612327","3567716","3713976","3295269","1206815","1386651","1271279","1432347","5301920","5046570","8849759"
"C39H39N","1504797","3505951","5731987","1303339","12733653","2167706","4851940","2963467","3526116","1497707","1131116","1104841","1403847","3409556","5292984","7052527"
"C40H41N","1090373","2150774","6149675","1044551","13967791","2198470","3297275","3342124","2532419","2123559","1320618","1442169","1089994","4938846","4624842","8554744"
"C41H43N","1206829","3050998","6355429","994089","14499474","2166020","6847867","4449482","2043914","2858962","1158675","1527040","1083286","6031532","5233267","6064015"
"C42H45N","1846318","3009425","6380683","1353813","11008398","1884640","5956350","2921390","1612295","2378139","1073804","1671956","1296508","6127812","6112780","8101749"
"C43H47N","1585464","4766980","6853423","1050313","11444483","1988489","6001106","4684871","1329896","3131721","1389477","1445679","1019091","6098793","4700446","6582606"
"C44H49N","1324598","4622169","6287722","1165573","9860620","4322569","8598205","3861826","1280449","3335186","1245264","1094676","1220431","6010655","5976111","6462997"
"C45H51N","1290581","5014557","7083749","1181414","10042146","4218793","8890100","5213008","3417615","3261173","1546901","1341428","1256335","5892468","5951399","8236739"
"C46H53N","1144888","5357152","6245196","1075867","9945796","8014000","10390957","4747306","6730207","3939422","1406134","1591681","1079639","6967692","6857584","6385735"
"C47H55N","1179779","5622726","7316109","969757","11220845","6612792","9369529","5425060","9074215","4551435","1467360","1352773","1059181","5937286","6731613","6268619"
"C48H57N","1374101","6099250","6362312","967651","10019287","8874610","13163767","4369302","10275610","4413693","1551042","1094142","1038561","4690840","6423359","7009749"
"C49H59N","1091323","6317447","6558237","1379615","8603391","10957324","10776562","5486054","7864345","5109381","1403852","1117654","1125272","6118962","6696684","7632106"
"C50H61N","1318731","5050818","8354499","1344480","7492458","11418222","12480304","4872593","10712274","5677557","1926185","1224548","1248511","5857235","6694477","5193612"
"C51H63N","1250866","7261552","6262626","1055975","7744409","11184916","8472892","4283028","13377062","5315969","2256191","1484895","1252355","6629368","6240595","5372295"
"C52H65N","1239757","5083216","6498492","1061611","6884457","15994236","10907987","4122356","13560713","6257960","1385333","1144668","1249953","5812821","5707756","4932515"
"C53H67N","1403063","5857822","8133523","1114607","6938226","15842318","8809480","4868134","13506671","5378281","1379757","1147045","1513648","5972919","5819940","4292321"
"C54H69N","1288454","3894948","6617098","1031480","6360228","14601662","8585752","3820626","12048231","6834367","2206726","1493887","1293345","6951234","4526302","4320832"
"C55H71N","1848935","4869138","5574963","1103086","6601207","14809296","9081916","4398192","16329955","6224029","2245185","1206603","1349288","5981212","4654436","4229298"
"C56H73N","1060220","5221576","5218826","1027668","5881184","15954824","7252765","3828091","16153865","5594222","2364703","1182016","1037190","5525813","6118654","3323835"
"C57H75N","1163821","3714856","5340584","1342996","4722913","14433340","7282358","2975270","16291838","6287390","1820111","1217915","1280551","6135742","5284045","3279224"
"C58H77N","1150671","4647309","4791487","1033474","4171769","17932980","8526500","2995410","15111554","4928400","1195048","1435978","1116536","5674520","4321261","2595321"
"C59H79N","1472354","4657178","5443862","1138847","4163005","14772228","9065088","3718231","18306040","6362765","1652652","1289490","1035830","5731999","3612702","2276173"
"C60H81N","1110209","5143239","5721209","1121661","3479976","16541005","7000550","3260270","14682486","5849303","1064414","1302340","1290291","4866020","3589911","2330637"
"C61H83N","1251684","4472204","4900884","1173158","3483177","15100847","6840522","2352863","17177620","5786163","1600746","1094111","1011668","5222118","4079261","1986367"
"C62H85N","1113547","3813479","3989115","1107030","3014180","13560820","5541871","2873286","15618674","4717401","1201901","1177349","1314952","3770448","4209068","1323187"
"C63H87N","1299572","3383268","4359573","1153501","2908410","15625621","5611576","2494769","18050578","5271136","1656789","1171389","1489637","4455639","3198058","961501"
"C64H89N","1200058","3204378","3913549","989534","1170126","17475510","6122119","2409423","18293092","4431223","1317518","1232868","1399979","4488464","3751688","1026960"
"C65H91N","1325142","4079397","3671524","1064635","3934699","14393726","5614496","2371144","14184150","5527173","1363242","1743123","1178062","3542778","2704827","2510977"
"C66H93N","1062141","3591962","3082284","1016549","2812540","14940695","4906731","2400410","18206836","4574303","1363684","1298624","1115584","3013136","3072328","3719321"
"C67H95N","1140684","2716385","3118335","991570","8551701","14066093","3625700","2138310","19537214","3283978","1283744","1537397","1508819","2535343","2431798","4425923"
"C68H97N","1447343","1232839","3608445","1629038","9614254","11981181","4012544","2484155","15051449","3221126","1558287","1258317","1057467","2139452","2867482","5508167"
"C70H101N","1095509","1254959","3388854","1204270","7197038","12397264","3546808","1899564","16111210","3144997","1437540","1242918","1293252","2413940","1659530","6206388"
"C71H103N","1158361","2149346","2642844","1391511","9735555","13518578","2622474","1546959","14241305","3996262","1568430","1471682","1366070","2495125","2635861","5758937"
"C72H105N","1293441","2105928","2424106","1381891","7470303","12582576","2339822","1404101","12892862","3975431","1440547","2519419","1030208","2555561","2377674","6420065"
"C33H25N","1563648","3789347","2196691","1000559","11861145","10813545","3138451","1572507","12795779","3995605","1257683","1587163","1418382","1538216","1865739","6789882"
"C34H27N","1113301","3513005","2915112","950075","12625240","9585084","3773572","1160680","13668255","3780645","1643704","1559978","1083463","2574027","1433914","6319407"
"C35H29N","1152623","4073594","2410321","976278","12542872","9541705","6891020","1366053","13868578","3346106","1374346","1883141","1370878","2851753","1361398","7470044"
"C36H31N","1083625","4045589","2104463","1079298","10946776","9697724","7833017","1453901","10584821","2592918","2025819","2902336","1787233","3713924","1674642","5513523"
"C37H33N","1297773","4713865","1497518","965570","15170711","9039231","9295750","2473390","9159404","2086937","1537850","1556616","1201691","3365150","1164181","5896008"
"C38H35N","1375254","5756737","1966235","1274484","12736685","8387922","13430276","3219705","8321724","2268085","1635030","2515982","1142756","4802610","1549579","6656563"
"C39H37N","1128831","6430790","2062312","1163347","13609849","7987998","16910018","3135945","8179487","2184854","2016511","2190707","1094068","4342405","1781220","6445689"
"C40H39N","1068133","6198649","1370039","1054406","15038182","8005833","15405747","2847640","8795667","2196956","1694561","2524797","1107005","5403867","3003858","6325390"
"C41H41N","1149199","6970302","1417209","1160701","14653665","7262235","17798214","2867988","8849241","1738896","2009259","2597600","1437994","4980254","2436968","5767532"
"C42H43N","1282626","6335494","1451556","1035670","14477198","6271509","18027182","3185659","7340751","1453044","1994257","2220622","1577928","5511201","3094449","7847439"
"C43H45N","1157715","7707597","1432595","1052189","16388961","6055784","18975010","4305572","5759063","1901203","2446997","2299740","1337188","5396485","3318322","5539690"
"C44H47N","1086658","6389455","1940528","1286572","14253628","4678858","15503007","4015035","6316197","1190769","2038175","2248192","1417699","5591277","4363885","6347216"
"C45H49N","1208789","6952136","2135449","1017969","15092231","4500199","20774782","4473328","5846541","1403936","1626518","2876536","1765813","6132229","3726664","7059662"
"C46H51N","1059574","6584701","2218675","1132602","13955243","4958506","14402128","3963641","4932376","1142021","1936522","2395778","1581429","6277304","5229824","7147497"
"C47H53N","1481089","6735118","2746386","1109707","12378906","3987699","20141468","4489896","3853898","1935349","1924301","1180474","1248702","6360709","4049948","4935332"
"C48H55N","1225324","7916504","3798715","1235896","14573513","4587381","13744106","3974356","3853676","2247315","1516832","1419149","1124119","6470376","5118758","5310639"
"C49H57N","2162080","5417535","4122858","982264","15015114","2730466","17143874","4861276","3145752","3064814","2023491","1887301","1763176","6466945","4545166","4313782"
"C50H59N","2480707","5651615","4453993","1173621","10704938","3355085","14450464","4459777","4023682","2793884","1144636","3281980","1564237","6143733","5773902","4115898"
"C51H61N","1312015","6808359","5271296","1254595","12869670","2469302","13040956","3729842","2950368","2830602","1263892","1622167","1865569","7061608","5006905","4215484"
"C52H63N","2078438","8171983","4544428","1044469","11562337","2376061","16771921","3888503","1743234","2996185","1446605","3444132","2079054","5463808","4680223","4616885"
"C53H65N","1516051","7062673","4535804","1069258","10914382","2293806","12282386","4252159","2149159","3468257","1530730","3621836","1275758","6069190","5420502","3294586"
"C54H67N","1252576","6066023","5215640","1035784","10381675","2041409","13222295","3912173","1775020","3923315","1533119","2798390","1577883","7088691","5005635","3190589"
"C55H69N","1206638","5761724","5013033","1166473","12154165","2297690","15516030","3892797","1720814","4102370","1119824","4780933","1602734","5146797","5143638","2279434"
"C56H71N","1237276","5566369","5452179","1178304","11316977","1325705","14045539","3847143","1314498","4456553","1291804","2435502","1742112","5920146","4528896","2614257"
"C57H73N","1187907","5997362","5855218","1510259","9591787","1162062","10784992","3282200","1538121","4786189","1385755","3623829","1351292","4951893","4657471","2887511"
"C58H75N","1175918","5026442","5638502","1439595","8386728","1339986","10383309","3168225","1558600","4596682","1184800","3154695","1530083","3921537","4808658","1597937"
"C59H77N","1114641","4318686","5963293","1028352","7829930","3181641","8521435","3519257","2417990","6001566","1060703","4415951","1638731","3271602","4608001","1939310"
"C60H79N","1211884","3313031","6011569","1321878","7275424","5061704","8775405","3511692","3175793","4961148","1133804","4566489","1714890","4191131","4746006","2134982"
"C61H81N","1462018","3736999","6013924","1165003","6766198","5587735","9152739","2825322","2633743","4495184","1091467","5751576","1184532","3531495","4392517","1837640"
"C62H83N","1457784","2758749","7322234","1374371","7556358","5173176","8072594","2319073","5291381","5616389","2284437","4033850","1523638","3242021","4009231","1470153"
"C63H85N","1585343","1235751","5214913","1254117","5915210","5412700","5948580","2336254","4831367","4801156","2024475","4803566","1902965","2940655","2957628","1255996"
"C64H87N","1654836","1413282","5521377","1364858","6062392","7935559","5748892","2495128","7005109","4376982","2152622","4356066","1941049","2381476","2605190","1241649"
"C65H89N","2368827","1166388","5569747","1143202","5124130","8531701","5378033","2544031","7265651","4888573","2239514","5182744","1236573","2481828","3270824","1449157"
"C66H91N","4008298","1389615","4828322","1783236","5489348","11799781","4463896","2679571","8593461","4758908","2089540","4241476","1752767","2669784","3128410","2872291"
"C67H93N","2397285","3032982","4730801","1210579","4102196","11483872","3982053","2381040","9109203","4679307","2185687","4055575","1621624","2553921","3555252","2443428"
"C68H95N","2468058","4634500","4580286","1501222","2975625","12161081","4185528","2041158","11577328","4594986","2550403","3694219","1120163","2447876","3304167","2717650"
"C69H97N","1960560","4415664","5389973","1519368","3088346","12513076","3615331","1703762","11017138","4678537","2148172","4333564","1766098","1639747","2901541","4453272"
"C72H103N","1474904","8014014","4902301","1428603","3007585","14891540","3690934","1383285","13139517","4725684","2843135","4645798","1271557","1970390","2059791","4540303"
"C30H17N","1606742","9380239","4233150","1122573","3427449","12028709","3311232","1744889","11266934","3106060","2730500","4375240","1694172","4333252","2595871","4601699"
"C35H27N","1223601","9576989","3489503","1473885","2164410","15784415","1341791","1272354","14545383","3912867","1663171","3773737","2215919","3378215","2264556","5028543"
"C36H29N","2012340","8538586","3656938","1114667","1962004","12910408","4358649","1429050","13547431","3534714","2880366","2945450","1680354","3149996","1436427","5207621"
"C37H31N","1718119","8664272","3254792","1640226","3583879","13208704","4443692","1284989","13664972","3184325","1694612","3723528","1865198","2728593","1908359","6242408"
"C38H33N","1857598","9905417","2808064","1070912","4303246","16116391","6654634","1544193","15501761","2901727","2135544","3971074","2076903","3976376","1963980","4056954"
"C39H35N","1647717","10910260","3037359","1204009","7988407","12307113","14386576","1887953","16201120","3541128","2247003","3473150","1146022","2877494","1221886","4374418"
"C40H37N","1096406","11706064","2824207","1319735","6985204","13921317","11749998","1515031","16015575","3288193","2206370","2906407","1899778","3091108","2015804","4986054"
"C41H39N","1085888","10125765","1699240","1472886","7599885","15152706","18144340","3051020","12080596","3251578","1983108","2141341","1188631","3618886","1148947","5516656"
"C42H41N","1250447","12751348","2569307","2750111","9407676","13189156","20248948","3448927","14864082","3133439","2113534","2374321","1184527","3869280","1385718","5826503"
"C43H43N","1306371","9000520","1998116","2059731","10006890","12409073","23772094","3172167","19557198","1930515","1618961","1702342","1189545","3838252","1176480","4495043"
"C44H45N","1343158","12192294","2221061","2073040","10515608","12994714","23817832","3123965","14555350","2541925","2268586","1246899","1232531","5756631","1081518","5943646"
"C45H47N","1879296","10868040","2146372","2256716","14452678","11438157","21420200","3487791","13333744","1566316","1862079","2169428","1176282","5291139","1402946","5344914"
"C46H49N","1838670","10481515","1333001","2015867","13300556","12300628","20184472","4041865","13790528","1680234","1104210","3511040","1306636","6453587","2609472","5063896"
"C47H51N","1268980","10438737","2682241","1463140","14803413","12750074","22986256","3651008","12186148","1524610","1161205","4965487","1066090","5135472","2914474","5886920"
"C48H53N","1672275","9998341","2288898","1393908","14335307","12235839","17793202","4294052","13358770","2224911","1279052","6551509","1176947","6136633","2848519","6953703"
"C49H55N","4297832","11824871","1779185","1034471","15607709","11146708","23071748","3308554","12705313","1805990","1088328","5334134","1255358","6111535","2133016","4690359"
"C50H57N","1672811","8639829","1404384","1104715","12506832","10057563","20493964","3330766","11377559","1787088","1147816","6354725","1226652","6431182","3603441","4707287"
"C51H59N","1648794","10644402","1246129","1026346","16839406","9426548","22331180","4436086","10794929","2065913","1053226","7175951","1121031","5175463","3563803","4962767"
"C52H61N","2039964","11430452","1357249","1513794","13950415","8302786","22029876","3398369","9095016","1196167","1776614","9150169","1145416","5737011","3639839","4827295"
"C53H63N","1371292","11555032","1212022","1097315","12906842","9563454","17800288","3398676","8007538","1194329","1876012","10052393","1052285","6748052","3861878","3057479"
"C54H65N","2002760","10002327","1490212","1016198","13510520","8723844","21541482","4195306","8612994","1372529","1796962","7548963","1221518","5463536","4377901","3858631"
"C55H67N","1309747","10434153","1469701","1037555","13357419","8039292","16251147","2838922","8123462","1320662","1436293","12057278","1314706","5969503","4650261","3227967"
"C56H69N","1640333","8832412","2551007","1059838","14976486","7467278","17748090","2999804","8167006","1663047","1957187","9940421","1473702","6090921","4773119","3484412"
"C57H71N","1305188","7707190","2297589","1103108","14574329","7462927","18327642","3273271","6908588","2494642","1916234","11553798","1286251","4996923","4249790","2374667"
"C58H73N","1067816","8870227","2790070","1024885","13428404","6621595","18944068","2919420","6211856","2488483","2098299","10928563","1353852","4847731","4378679","2385531"
"C59H75N","1251689","7417872","3279347","1338735","13772601","5396073","14233559","2212337","5788157","2737346","2365285","12456170","1253436","4615864","4497240","1757836"
"C60H77N","1096580","5411558","2998645","992529","11590836","4859690","14599889","2833389","4836264","3201120","2266477","10055514","1654881","4354588","4059666","2325656"
"C61H79N","1208835","5462103","4114470","1169653","11690373","3776657","11464141","3403203","4162712","3703759","1658875","10883760","1409068","4068642","4247643","1197897"
"C62H81N","1130165","4454019","3044489","1439552","11053098","4908640","10886571","2849288","4356948","3203922","2118746","10801474","1421069","3943036","3118798","1816139"
"C63H83N","1049813","4431756","4228676","2268844","12888865","3521054","11620173","3014666","2809315","3183346","2619997","12741811","1177620","3688670","3966638","1723727"
"C64H85N","1049409","4342177","4843777","1796281","10556444","4879611","11246481","2482900","3866649","3358892","1921740","11200437","1534363","3369314","4055363","2261376"
"C65H87N","2201645","3463496","4199571","1648263","9367766","2561299","8077922","2150232","3893546","3955836","2757735","8060157","1150962","2875859","3645393","1162238"
"C66H89N","1553146","3407645","5306135","1472139","8476114","2172925","8424017","2096856","3460173","4093530","2253314","10424011","1269020","2910096","3078711","1080486"
"C67H91N","2067067","4424635","4202666","2391397","8214421","2223546","6564309","2224473","2718407","3499569","1080056","10949625","1108883","1873400","2749526","1097396"
"C69H95N","1068160","2041164","5282167","1951470","7219890","1341377","7237477","2041814","1650248","4425196","1947708","11065798","1484851","2101962","2125796","3352724"
"C72H101N","2179681","2418551","4951555","2165846","8451682","1721269","6241712","1831593","1249455","4511093","1820880","9602416","1077669","2056945","2559131","3372012"
"C38H31N","1513928","1898316","4661011","2351952","7730530","1974697","5450980","2057837","1963992","3928218","1330350","7988354","1482945","1904488","2931442","3731377"
"C39H33N","1389147","4057904","5794154","2679824","7396006","1297305","5096914","1323650","1830300","3963678","1831739","7919666","1574352","1682456","2763496","3386220"
"C40H35N","1203235","6169294","5207421","2027934","6497576","1789563","4769097","1284418","1791382","3755201","1195923","9270325","1435343","2600031","2962096","3634341"
"C41H37N","1510871","6950237","3520142","2232347","5846903","1390120","4552731","1143186","2075454","3596742","1744546","9376843","1532036","3949614","2464381","5826899"
"C42H39N","1232689","5607486","4652951","2382681","4685214","1284855","3495662","1459897","1569547","3162120","1199189","8254471","1304190","4463908","2321612","5797168"
"C43H41N","1871793","10150495","4533144","2231084","5049014","7270538","3504675","1318558","1461626","3495355","1400319","6367072","1366347","3914495","2450184","6504034"
"C44H43N","1255308","7994657","3860137","2514565","3938771","6419628","3152404","1801590","1275255","3974399","1360838","5319381","1846269","3474948","1837253","5290133"
"C45H45N","1442731","8763527","4248181","2342023","4082190","4973692","2152220","2041995","4212474","2767301","1121770","5099205","1711868","3337974","1661851","5716340"
"C46H47N","1434381","10909851","4035784","1471763","3533463","3550676","2381700","2282158","3382553","2306361","1255595","5542801","1850952","4082249","2507458","6151426"
"C47H49N","1513696","13008185","3753782","2038795","3575497","5648077","1825223","2471569","3167681","3468378","1194841","4950681","1132349","4374424","1850353","6313927"
"C48H51N","1402940","12013928","4016390","1267281","3271172","4595404","2767782","3572053","3234532","2635337","1121605","4602002","1221636","5650184","1679419","6208471"
"C49H53N","1185020","11940887","3698724","1688689","2622374","4987533","4023976","2130590","5069973","2648886","1132618","3915343","1337931","5207484","1178376","5902154"
